content,score,at,clean,processed,sentiment
"Aplikasi Qpon itu wajib banget buat anak muda kayak kita! 🎉 Promo makanan harian selalu ada, plus diskon kuliner kekinian bikin makan jadi hemat setiap hari. User interface-nya super simpel dan gampang dipakai. Pokoknya, buat pelajar atau anak kos, ini solusi hemat yang terpercaya banget! 👍 Ga pake ribet, langsung worth it!",5,2025-12-01 10:13:25,aplikasi qpon itu wajib banget buat anak muda kayak kita promo makanan harian selalu ada plus diskon kuliner kekinian bikin makan jadi hemat setiap hari user interface nya super simpel dan gampang dipakai pokoknya buat pelajar atau anak kos ini solusi hemat yang terpercaya banget ga pake ribet langsung worth it,aplikasi qpon wajib anak muda kayak promo makan hari plus diskon kuliner kini bikin makan hemat user interface super simpel gampang pakai pokok ajar anak kos solusi hemat percaya pake ribet langsung worth it,positive
"Qpon benaran aplikasi yang wajib dimiliki! 🎉 Pengalaman pake aplikasinya super mudah, interface-nya simple tapi keren, terus diskonnya ngebantu banget buat hemat, apalagi buat anak kos kayak aku. Banyak promo makanan kekinian yang bikin hidup lebih seru. Pokoknya aplikasi ini worth it banget buat dipakai tiap hari! ✨",5,2025-12-01 08:42:55,qpon benaran aplikasi yang wajib dimiliki pengalaman pake aplikasinya super mudah interface nya simple tapi keren terus diskonnya ngebantu banget buat hemat apalagi buat anak kos kayak aku banyak promo makanan kekinian yang bikin hidup lebih seru pokoknya aplikasi ini worth it banget buat dipakai tiap hari,qpon benar aplikasi wajib milik alam pake aplikasi super mudah interface simple keren diskon ngebantu hemat anak kos kayak promo makan kini bikin hidup seru pokok aplikasi worth it pakai,positive
kenapa saya tidak bisa login?,1,2025-12-01 05:23:40,kenapa saya tidak bisa login,login,negative
Aplikasi qpon sangat mengurangi pengluaran beli apapun yg ada di aplikasi qpon sangat hemat,5,2025-11-30 22:44:47,aplikasi qpon sangat mengurangi pengluaran beli apapun yg ada di aplikasi qpon sangat hemat,aplikasi qpon kurang luar beli apa aplikasi qpon hemat,positive
"akun tiba2 keluar lalu disuruh perbarui. saat masuk tidak bisa ""akun saat ini terdeteksi tidak normal, tidak dapat masuk sementara"". udah wa cs nya, katanya terdeteksi punya lebih dari 1 akun, jadi gak bisa masuk untuk waktu yg tdk ditentukan. padahal udah ku jelasin nomor ku aja cuma 1, dan apk nya cuma 1, gimana bisa punya akun lebih dari 1, dan sebelum gak bisa masuk aku baru beli kupon, jadi takut mau pake qpon lg, apalagi cs nya gk bisa kasih solusi, hilang duit yang ada.. 😔",1,2025-11-30 16:56:00,akun tiba keluar lalu disuruh perbarui saat masuk tidak bisa akun saat ini terdeteksi tidak normal tidak dapat masuk sementara udah wa cs nya katanya terdeteksi punya lebih dari akun jadi gak bisa masuk untuk waktu yg tdk ditentukan padahal udah ku jelasin nomor ku aja cuma dan apk nya cuma gimana bisa punya akun lebih dari dan sebelum gak bisa masuk aku baru beli kupon jadi takut mau pake qpon lg apalagi cs nya gk bisa kasih solusi hilang duit yang ada,akun suruh baru masuk akun deteksi normal masuk wa cs deteksi akun masuk tdk tentu ku jelasin nomor ku apk gimana akun masuk beli kupon takut pake qpon lg cs kasih solusi hilang duit,negative
kok sekarang jarang ada promo ya🫤,3,2025-11-30 13:08:04,kok sekarang jarang ada promo ya,jarang promo ya,neutral
nice banget ni app,5,2025-11-30 06:15:45,nice banget ni app,nice ni app,positive
kenapa setelah di update bukan lebih gampang malah di persulit. yang dulu klo tukar tinggal langsung barcode setelah di perbarui klik tukar malah ke google.,1,2025-11-30 05:52:30,kenapa setelah di update bukan lebih gampang malah di persulit yang dulu klo tukar tinggal langsung barcode setelah di perbarui klik tukar malah ke google,update gampang sulit tukar tinggal langsung barcode baru klik tukar google,negative
"aplikasi enk di gunakan di semua merchant,, sukses selalu qpon",5,2025-11-30 02:49:04,aplikasi enk di gunakan di semua merchant sukses selalu qpon,aplikasi enk merchant sukses qpon,positive
"banyak bot , voucher cepat habis belum juga 2sampai3 detik udah habis",1,2025-11-30 02:29:46,banyak bot voucher cepat habis belum juga sampai detik udah habis,bot voucher cepat habis detik habis,negative
"apk sampah, poses refund lama . udah kaya proses STNK aja sampe nunggu 14 hari kerja .. parahhhh kacauuu",1,2025-11-30 01:53:55,apk sampah poses refund lama udah kaya proses stnk aja sampe nunggu hari kerja parahhhh kacauuu,apk sampah poses refund kaya proses stnk sampe nunggu kerja parahhhh kacauuu,negative
terima kasih. ada aplikasi yang sangat membantu. banyak promo makanan murah disini.....luar biasa. semoga pembuat aplikasinya rejekinya lancar sehat dan bahagia selalu,5,2025-11-29 23:11:50,terima kasih ada aplikasi yang sangat membantu banyak promo makanan murah disini luar biasa semoga pembuat aplikasinya rejekinya lancar sehat dan bahagia selalu,terima kasih aplikasi bantu promo makan murah moga buat aplikasi rejekinya lancar sehat bahagia,positive
"Proses refund berlangsung lama sekali, ga semudah kata CS nya. Harga makin kesini makin naik, mngkin krna semakin banyak yang make ya jadi mereka rugi, alhasil harga dinaiki dan bantuan ngeklik pun udah ga ngotak lagi buanyaknya. Saya mau proses refund saya disegerakan, data yg saya kirim sudah lengkap, jelas dan valid!",2,2025-11-29 21:04:57,proses refund berlangsung lama sekali ga semudah kata cs nya harga makin kesini makin naik mngkin krna semakin banyak yang make ya jadi mereka rugi alhasil harga dinaiki dan bantuan ngeklik pun udah ga ngotak lagi buanyaknya saya mau proses refund saya disegerakan data yg saya kirim sudah lengkap jelas dan valid,proses refund mudah cs harga kesini mngkin krna make ya rugi alhasil harga naik bantu ngeklik ngotak buanyaknya proses refund segera data kirim lengkap valid,negative
selamat malam terimakasih atas dukungan nya juga selalu membantu saya insaallah kalau udah punya modal saya selanjutnya mau jadi agen pulsa,5,2025-11-29 11:57:00,selamat malam terimakasih atas dukungan nya juga selalu membantu saya insaallah kalau udah punya modal saya selanjutnya mau jadi agen pulsa,selamat malam terimakasih dukung bantu insaallah modal agen pulsa,positive
"ketika mau membeli, selalu keluar ""Terlalu banyak peminat"". padahal udh saya coba tiap hari tapi masih sama",1,2025-11-29 05:57:01,ketika mau membeli selalu keluar terlalu banyak peminat padahal udh saya coba tiap hari tapi masih sama,beli minat coba,negative
hati2 dengan apliksai ini..penipu..saldo di potong tapi ngk di kasi barkot,1,2025-11-29 05:50:31,hati dengan apliksai ini penipu saldo di potong tapi ngk di kasi barkot,hati apliksai tipu saldo potong ngk kasi barkot,negative
"aplikasi busuk admin slow respon di minta bantuan nya berbelit"" aplikasi pass di update keluar sendiri pass mau login lg malah gk bisa, malah masih banyak vocher yg belom kepake.. chat admin gk dpt solusi nya kocak, pantes rating aplikasi cuma ☆3 Wajar sih sesuai rating banyak komplenan hahahaha",1,2025-11-29 05:06:38,aplikasi busuk admin slow respon di minta bantuan nya berbelit aplikasi pass di update keluar sendiri pass mau login lg malah gk bisa malah masih banyak vocher yg belom kepake chat admin gk dpt solusi nya kocak pantes rating aplikasi cuma wajar sih sesuai rating banyak komplenan hahahaha,aplikasi busuk admin slow respon bantu belit aplikasi pass update pass login lg vocher bom kepake chat admin dpt solusi kocak pantes rating aplikasi wajar sesuai rating komplenan hahahaha,negative
udah bayar tp status tidak terganti paid. customer service tidak bisa solve masalah dan penjelasan yg diberikan tidak on point,1,2025-11-29 04:58:36,udah bayar tp status tidak terganti paid customer service tidak bisa solve masalah dan penjelasan yg diberikan tidak on point,bayar status ganti paid customer service solve jelas on point,negative
"kenapa saya gak bisa bayar ya, padahal sudah daftar Qpon",1,2025-11-29 03:56:37,kenapa saya gak bisa bayar ya padahal sudah daftar qpon,bayar ya daftar qpon,negative
ok,5,2025-11-29 02:58:24,ok,ok,positive
kenp saya tidak bis daftar,2,2025-11-28 12:49:07,kenp saya tidak bis daftar,kenp bis daftar,negative
bagus,5,2025-11-28 11:07:20,bagus,bagus,positive
"harga voucher kopi kenangan yang menu kopo kenangan mantan dan spanish, ga ada bedanya harganya kalau beli langsung juga. tolong dong, dulumah masih di harga 12k, paling mahal 15k, sekarang ga ada bedanya kalau beli langsung juga",3,2025-11-28 10:46:02,harga voucher kopi kenangan yang menu kopo kenangan mantan dan spanish ga ada bedanya harganya kalau beli langsung juga tolong dong dulumah masih di harga k paling mahal k sekarang ga ada bedanya kalau beli langsung juga,harga voucher kopi kenang menu kopo kenang mantan spanish beda harga beli langsung tolong dulumah harga mahal beda beli langsung,neutral
refun manual harus 7 hari aku kira 30 hari masa berlakunya ya tolong gimana balikin dong yg kadaluarsa voucher ya. mana kita tau kalo 7 HR GK refun maka hangus.. Apus aj lah aplikasi ya KLO merugikan,2,2025-11-28 07:28:26,refun manual harus hari aku kira hari masa berlakunya ya tolong gimana balikin dong yg kadaluarsa voucher ya mana kita tau kalo hr gk refun maka hangus apus aj lah aplikasi ya klo merugikan,refun manual laku ya tolong gimana balikin kadaluarsa voucher ya tau hr refun hangus apus aj aplikasi ya rugi,negative
"dapat beberapa tawaran menu dengan harga dibawah 10k trus aku beli, pas udah dipilih, ternyata jawabannya sedang banyak transaksi di menu tersebut. berulang kali aku pindah2 resto dan menu dg mencari harga termurah yg ditawarkan under 10k eh sama aja, ga bisa dibeli. ga niat kasih penawaran",1,2025-11-28 07:14:12,dapat beberapa tawaran menu dengan harga dibawah k trus aku beli pas udah dipilih ternyata jawabannya sedang banyak transaksi di menu tersebut berulang kali aku pindah resto dan menu dg mencari harga termurah yg ditawarkan under k eh sama aja ga bisa dibeli ga niat kasih penawaran,tawar menu harga bawah trus beli pas pilih jawab transaksi menu ulang kali pindah resto menu dg cari harga murah tawar under eh beli niat kasih tawar,negative
aplikasi yang tidak jelas saya tidak bisa untuk membuat akun,1,2025-11-28 05:50:58,aplikasi yang tidak jelas saya tidak bisa untuk membuat akun,aplikasi akun,negative
voucher tidak sama yang lain,1,2025-11-28 02:27:38,voucher tidak sama yang lain,voucher,negative
"sekarang jarang banget dapet voucher, sekalinya dapet ada minimal order sementara mau order sesuatu dibatesin limit 1x lah terus gimana cara make itu voucher masa harus beli yang sesuai harga dulu tapi kita gasukaa",1,2025-11-27 22:52:38,sekarang jarang banget dapet voucher sekalinya dapet ada minimal order sementara mau order sesuatu dibatesin limit x lah terus gimana cara make itu voucher masa harus beli yang sesuai harga dulu tapi kita gasukaa,jarang dapet voucher sekali dapet minimal order order dibatesin limit gimana make voucher beli sesuai harga gasukaa,negative
"Luar biasa,admin cepat tanggap,saya baru mengajukan refund,semoga cepat di acc",5,2025-11-27 16:19:07,luar biasa admin cepat tanggap saya baru mengajukan refund semoga cepat di acc,admin cepat tanggap aju refund moga cepat acc,positive
murah,5,2025-11-27 05:16:49,murah,murah,positive
bikin jajan lebih mudah dan murah. pernah refund dan uangnya beneran balik lagi. cs juga ramah.,5,2025-11-27 04:30:55,bikin jajan lebih mudah dan murah pernah refund dan uangnya beneran balik lagi cs juga ramah,bikin jajan mudah murah refund uang beneran cs ramah,positive
"nuker voucher ga sesuai dr bandung masa harus k jakarta dulu, udh coba 5 cabang di bandung burger bangor, mohon d perbaiki sistem nya sayang voucher nya ga kepake",1,2025-11-27 02:25:19,nuker voucher ga sesuai dr bandung masa harus k jakarta dulu udh coba cabang di bandung burger bangor mohon d perbaiki sistem nya sayang voucher nya ga kepake,nuker voucher sesuai dr bandung jakarta coba cabang bandung burger bangor mohon baik sistem sayang voucher kepake,negative
"udah hampir 2 bulan pake aplikasi ini,kok dapetnya voucer terus.kpan bisa dapat yang lain.apa aplikasi ini cuma buat pemikat orang pake hadiah ip dan yg lain.maaf aku kasih bintang 1.karna slalu tidak sesuai.mngkin mau uninstal aja.ganti aplikasi makanan yang lain.lebih gampang dan besar discount nya.",1,2025-11-26 17:07:37,udah hampir bulan pake aplikasi ini kok dapetnya voucer terus kpan bisa dapat yang lain apa aplikasi ini cuma buat pemikat orang pake hadiah ip dan yg lain maaf aku kasih bintang karna slalu tidak sesuai mngkin mau uninstal aja ganti aplikasi makanan yang lain lebih gampang dan besar discount nya,pake aplikasi dapetnya voucer kpan aplikasi mikat orang pake hadiah ip maaf kasih bintang karna slalu sesuai mngkin uninstal ganti aplikasi makan gampang discount,negative
aplikasi gak jebo... giliran mau di pake akun nya malah gak bisa.,1,2025-11-26 11:05:04,aplikasi gak jebo giliran mau di pake akun nya malah gak bisa,aplikasi jebo gilir pake akun,negative
"aplikasi nya baru di update, tapi pas mau buka akun qpon, ada notifikasi ""akun terdeteksi tidak normal"". jadi gk bisa dipake akunnya. solusinya gimana?",2,2025-11-26 07:48:50,aplikasi nya baru di update tapi pas mau buka akun qpon ada notifikasi akun terdeteksi tidak normal jadi gk bisa dipake akunnya solusinya gimana,aplikasi update pas buka akun qpon notifikasi akun deteksi normal dipake akun solusi gimana,negative
aplikasi sangat membantu,5,2025-11-26 04:46:24,aplikasi sangat membantu,aplikasi bantu,positive
"begini.. saya mau pesan kopi di ROTI O, saya sdh bayar dan BERHASIL. tpi di app Qpon tidak tertera. ngambil kopi sya bgmna ? karena tidak ada kupon yang bisa ditukar di ROTI O padahal udah byar di App Qpon... kopi gag dpat... uang dimakan app Qpon begtu saja... kayaknya lama lama app ini jadi vampir.. atau memang tujuannya seperti itu ? dikasi diskon melalui app ini, lama lama dsruh bayar tpi kupon nya gag di terbitkan.. parah parah !! YANG REVIEW BAGUS ITU KARYAWANNYA SENDIRI !!",1,2025-11-26 03:11:44,begini saya mau pesan kopi di roti o saya sdh bayar dan berhasil tpi di app qpon tidak tertera ngambil kopi sya bgmna karena tidak ada kupon yang bisa ditukar di roti o padahal udah byar di app qpon kopi gag dpat uang dimakan app qpon begtu saja kayaknya lama lama app ini jadi vampir atau memang tujuannya seperti itu dikasi diskon melalui app ini lama lama dsruh bayar tpi kupon nya gag di terbitkan parah parah yang review bagus itu karyawannya sendiri,pesan kopi roti sdh bayar hasil app qpon tera ngambil kopi sya bgmna kupon tukar roti byar app qpon kopi gag dpat uang makan app qpon begtu kayak app vampir tuju kasi diskon app dsruh bayar kupon gag terbit parah parah review bagus karyawannya,negative
"setiap ada event glasle pasti ada yg ga normal dikarenakan pembelian tiba"" sudah habis padahal blum berjalan waktu untuk pembelian, seperti scam yg sudah disetting",1,2025-11-26 00:51:08,setiap ada event glasle pasti ada yg ga normal dikarenakan pembelian tiba sudah habis padahal blum berjalan waktu untuk pembelian seperti scam yg sudah disetting,event glasle normal beli habis blum jalan beli scam disetting,negative
